"from","to","n_times"
"Avalaz, Armandell","Rubio, Talon",15
"Lo, Diana","Han, Tommy",8
"Johnson, Jennifer","al-Hosein, Kawkab",13
"Cortez, Pedro","Rodriguez, Josyhia",13
"al-Zaher, Badraan","al-Younis, Mawhiba",50
"al-Zaher, Badraan","Tran, Candice",46
"Tran, Candice","al-Younis, Mawhiba",32
"Gopalakrishnan, Alexander","Wallace, Brandon",19
"Vo, Kayla","Gopalakrishnan, Alexander",19
"Wallace, Brandon","al-Younis, Mawhiba",3
"Joy, Destinee","al-Younis, Mawhiba",65
"Joy, Destinee","Wallace, Brandon",22
"Liddle, Kenrick","al-Younis, Mawhiba",5
"Wallace, Brandon","Liddle, Kenrick",30
"Joy, Destinee","Liddle, Kenrick",23
"Curtis, Kijuan","Chavez, Alex",49
"Mcgowan, Dominic","Huggins, Caitlin",13
"Sheldon, Audrey","Huggins, Caitlin",32
"Sheldon, Audrey","Mckenzie, Dominique",18
"Hughes, Prentiss","Sheldon, Audrey",27
"Hughes, Prentiss","Huggins, Caitlin",46
"Hughes, Prentiss","Mckenzie, Dominique",19
"Mckenzie, Dominique","Huggins, Caitlin",25
"al-Dia, Juhaina","Neuroth, Saman",78
"al-Mohamed, Ghazaala","Bland, Jonah",2
"Jefferson, Christopher","Hallenbeck, Munir",22
"Hammons, Malcolm","Naves, Gerardo",88
"Union, Quinton","el-Kalil, Hasnaa",8
"Dunaway, Roman","Skaggs, Gage",2
"Dunaway, Roman","el-Karam, Arwa",2
"el-Karam, Arwa","Byrd, Luis",1
"el-Karam, Arwa","Skaggs, Gage",28
"el-Karam, Arwa","Brase, Bailie",3
"Dunaway, Roman","Byrd, Luis",34
"Byrd, Luis","Skaggs, Gage",1
"Byrd, Luis","Brase, Bailie",40
"Dunaway, Roman","Brase, Bailie",51
"Brase, Bailie","Skaggs, Gage",2
"Lo, Christine","Littlefield, Min",35
"Breakall, Ashlyn","Cepress-Mclean, Tyler",3
"Breakall, Ashlyn","Ware, Renee",6
"Ware, Renee","Cepress-Mclean, Tyler",42
"Flores, Ashley","Culhane, Laquan",110
"Martinez, Alejandro","Roche, Boyu",19
"al-Akel, Husniyya","Doyle, Kedrick",9
"al-Yousuf, Fawz","Salansky, Renae",11
"Salansky, Renae","el-Ali, Labeeba",7
"Burnsed, Jalen","Salansky, Renae",3
"Berger, Alexandria","Fyfe, Kendra",13
"Giusto, Kayla","Fyfe, Kendra",16
"Giusto, Kayla","Berger, Alexandria",22
"Efagene, Tres","Lowe, Tyler",1
"al-Abdou, Ya'eesh","el-Aziz, Khulood",34
"al-Abdou, Ya'eesh","al-Hakim, Jumail",52
"al-Hakim, Jumail","el-Aziz, Khulood",62
"Songer, Joseph","Gor, Autumn",8
"Songer, Joseph","Melka, Zebulon",18
"Songer, Joseph","al-Masood, Abdul Haadi",12
"Gor, Autumn","Melka, Zebulon",9
"Gor, Autumn","al-Masood, Abdul Haadi",18
"Melka, Zebulon","al-Masood, Abdul Haadi",18
"Ivan, Mckinzee","Lenahan, Mahalia",4
"al-Naqvi, Sumayya","Lenahan, Mahalia",4
"al-Naqvi, Sumayya","Ivan, Mckinzee",26
"al-Mohammed, Abdul Lateef","Blanton, Allan",18
"Efagene, Tres","al-Mohammed, Abdul Lateef",27
"al-Mohammed, Abdul Lateef","Patchett, Karlena",14
"Patchett, Karlena","Blanton, Allan",15
"Efagene, Tres","Patchett, Karlena",16
"Efagene, Tres","Blanton, Allan",36
"Salvidrez, Karina","Gagnon, Daimian",1
"Salvidrez, Karina","Kelly, Brandon",59
"Kelly, Brandon","Padilla, Justin",2
"Kelly, Brandon","Gagnon, Daimian",3
"Salvidrez, Karina","Padilla, Justin",2
"Padilla, Justin","Gagnon, Daimian",65
"Romero, Perla","el-Bacchus, Khaira",72
"Romero, Perla","Corral-Bejarano, Louis",6
"Montague, Rachel","Ordonez Perez, Elizabeth",16
"Mckenzie, Dominique","Sayavong, Mariel",34
"Gallegos Rodriguez, Mayra","Romo, Ashley",7
"Johns, Denisse","Hamm, Danae",101
"Vargas, Zachery","Tiger, Alanna",94
"Martinez, Alize","Vargas, Zachery",62
"Vargas, Zachery","Castanon-Banuelos, Breanna",80
"Martinez, Alize","Tiger, Alanna",57
"Castanon-Banuelos, Breanna","Tiger, Alanna",125
"Martinez, Alize","Castanon-Banuelos, Breanna",38
"Lamczyk, Shayne","Salvidrez, Karina",2
"Lamczyk, Shayne","Kelly, Brandon",2
"Mcalister, Austin","Lee, Anderson",5
"al-Siddique, Waail","Arvelo, Marissa",21
"Rodriguez-Moreno, Savannah","al-Siddique, Waail",78
"Rodriguez-Moreno, Savannah","Arvelo, Marissa",64
"Cordova, Decia","al-Siddique, Waail",36
"Cordova, Decia","Rodriguez-Moreno, Savannah",119
"Gonzales, Fabian","Curtis, Sage",12
"Wright, L'Trel","Wilson, Destany",33
"Andrew, Thien","Scaman, Philip",2
"Andrew, Thien","Kendall, Kosuke",4
"Kendall, Kosuke","Scaman, Philip",32
"Trejo Bucio, Maria","Meador, Rosemary",37
"Trejo Bucio, Maria","Nelson, Brandon",21
"Nelson, Brandon","Meador, Rosemary",63
"Kailasam, Daniel","Platero, Dillon",96
"Brown, Ahmear","el-Madani, Imraan",24
"Correa, Joshua","Brown, Ahmear",7
"Correa, Joshua","el-Madani, Imraan",12
"Bille, Ashley","al-Arif, Naseeba",28
"Fierro, Emilio","al-Arif, Naseeba",57
"Bille, Ashley","Fierro, Emilio",11
"Starcer, Lance","Scott, Lekesha",4
"Bhatt, Savannah","Fitzsimmons, Brandon",42
"Bhatt, Savannah","Medina, Idalys",10
"Medina, Idalys","Fitzsimmons, Brandon",7
"Valenzuela-Reynosa, Taina","Fitzsimmons, Brandon",28
"Valenzuela-Reynosa, Taina","Bhatt, Savannah",22
"Valenzuela-Reynosa, Taina","Medina, Idalys",14
"Fischer, Tarron","Blanchard, Twanna",21
"De Fiore, Matthew","Blanchard, Twanna",11
"De Fiore, Matthew","Fischer, Tarron",31
"Le, Julianna","Mascarenas, Jaquelyn",13
"Rohde, Irquois","Riley, Jeffrey",2
"Salvidrez, Karina","Olson, Joylensia",5
"Pakpahan, Andrew","Leung, Remy",27
"Prejean, Eugene","Kanamu-Santos, Anthony",29
"Cable, Renae","Zachareas, Shelby",24
"Cable, Renae","al-Younis, Maazin",5
"al-Younis, Maazin","Zachareas, Shelby",110
"Carrillo Renteria, Alanna","Gamboa, Destiny",29
"Price, Bria","Carrillo Renteria, Alanna",45
"Song, Kathleen","Carrillo Renteria, Alanna",27
"Green, Justin","Ernst, Charlotte",19
"Bottorff, Megan","Morford, Annie",37
"Lloyd, Shelby","Edwards, Terrance",7
"Starcer, Lance","el-Madani, Imraan",18
"Starcer, Lance","Prejean, Eugene",69
"el-Madani, Imraan","Prejean, Eugene",25
"Anderson, Kailynn","Todd, Ashleigh",2
"Melka, Zebulon","el-Salman, Ramza",55
"Melka, Zebulon","Chen, Rohan",46
"Chen, Rohan","el-Salman, Ramza",66
"Romero, Brittany","Morris, Tatyana",6
"Hess, Dean","Zheng, Varun",6
"Hess, Dean","Romo, Ashley",2
"Zheng, Varun","Romo, Ashley",1
"Nichols, Dustin","Torres, Victoria",27
"Williams, Shikoni","Torres, Victoria",6
"Williams, Shikoni","al-Jamil, Mu'taz",19
"Nichols, Dustin","Williams, Shikoni",10
"Torres, Victoria","al-Jamil, Mu'taz",9
"Nichols, Dustin","al-Jamil, Mu'taz",10
"Helmbrecht, Kaylee","el-Omar, Zaaid",53
"Cardoza, Taylor","Mcdermott, Jesse",15
"Kimmel, Raymond","Cardoza, Taylor",7
"Kimmel, Raymond","Mcdermott, Jesse",33
"Kimmel, Raymond","Madole, Colton",33
"Cardoza, Taylor","Madole, Colton",80
"Madole, Colton","Mcdermott, Jesse",67
"Ka, Elfadly","Burroughs-Chock, James",33
"Seichter, Lindsey","Burroughs-Chock, James",48
"Ka, Elfadly","Seichter, Lindsey",34
"Schwalger, Matthew","Coleman, Jermie",81
"Neufeld, Devyn","Holmes, Christian",3
"Goniea, Brittany","Neufeld, Devyn",12
"Neufeld, Devyn","Granados Ordonez, Jovani",10
"Neufeld, Devyn","Garza, Sharon",6
"Neufeld, Devyn","Pohlen, Connor",12
"Rimmey, Mercedes","Neufeld, Devyn",10
"Goniea, Brittany","Rimmey, Mercedes",7
"Rimmey, Mercedes","Granados Ordonez, Jovani",62
"Rimmey, Mercedes","Garza, Sharon",8
"Rimmey, Mercedes","Pohlen, Connor",4
"Goniea, Brittany","Holmes, Christian",2
"Goniea, Brittany","Garza, Sharon",3
"Goniea, Brittany","Pohlen, Connor",7
"Granados Ordonez, Jovani","Holmes, Christian",8
"Goniea, Brittany","Granados Ordonez, Jovani",2
"Granados Ordonez, Jovani","Garza, Sharon",8
"Granados Ordonez, Jovani","Pohlen, Connor",3
"Garza, Sharon","Holmes, Christian",39
"Pohlen, Connor","Holmes, Christian",2
"Garza, Sharon","Pohlen, Connor",40
"Day, Alejandra","el-Sami, Shajee'a",21
"Belarde, Alejandro","Smith, Justin",22
"Belarde, Alejandro","Ortiz, Harrison",4
"Ortiz, Harrison","Smith, Justin",13
"Puentes Reyes, David","el-Khatib, Asmar",1
"Ramos, Brianna","Crowell, Anjanet",49
"Castaneda Garcia, Joel","Rubio, Talon",8
"Castaneda Garcia, Joel","el-Madani, Imraan",5
"el-Madani, Imraan","Rubio, Talon",2
"Castaneda Garcia, Joel","Fierro, Elexis",36
"Fierro, Elexis","el-Madani, Imraan",8
"Fierro, Elexis","Rubio, Talon",4
"Johnson, Kathryn","al-Hosein, Kawkab",20
"Brooks, Cne","Macfarlane, Benjamin",7
"Zeng, Molly","Lee, Mitchell",20
"el-Nouri, Afnaan","Haasis, Garrett",2
"el-Nouri, Afnaan","el-Zakaria, Izzaddeen",2
"el-Zakaria, Izzaddeen","Haasis, Garrett",25
"Chaplinskiy, Liam","Fischer, Tarron",15
"Bille, Ashley","Nguyen, Savanna",3
"Nguyen, Savanna","al-Arif, Naseeba",6
"Nez, Blake","Nguyen, Savanna",59
"Bille, Ashley","Nez, Blake",15
"Nez, Blake","al-Arif, Naseeba",22
"Fierro, Emilio","Nguyen, Savanna",6
"Fierro, Emilio","Nez, Blake",15
"Alvarez, Michael","Vargas, Zachery",21
"Alvarez, Michael","Harris, Tysza",45
"Alvarez, Michael","Few, Rickey",6
"Vargas, Zachery","Harris, Tysza",86
"Vargas, Zachery","Few, Rickey",14
"Few, Rickey","Harris, Tysza",10
"Morris, Tatyana","Walker, Joseph",18
"Morris, Tatyana","el-Shaheed, Zahra",56
"el-Shaheed, Zahra","Walker, Joseph",10
"Morris, Tatyana","Rentie, Davidray",12
"Rentie, Davidray","Walker, Joseph",59
"el-Shaheed, Zahra","Rentie, Davidray",11
"el-Farha, Nadeem","Kanamu-Santos, Anthony",53
"el-Farha, Nadeem","al-Masood, Abdul Haadi",22
"al-Masood, Abdul Haadi","Kanamu-Santos, Anthony",32
"Bush, Megan","Madison, Maha",3
"Bush, Megan","Lee, Mitchell",6
"Bush, Megan","Melbrod, Taylor",42
"Bush, Megan","Myers, Royal",9
"Zeng, Molly","Myers, Royal",35
"Myers, Royal","Madison, Maha",25
"Myers, Royal","Lee, Mitchell",28
"Myers, Royal","Melbrod, Taylor",4
"Zeng, Molly","Bush, Megan",3
"Zeng, Molly","Madison, Maha",17
"Zeng, Molly","Melbrod, Taylor",3
"Lee, Mitchell","Madison, Maha",12
"Lee, Mitchell","Melbrod, Taylor",2
"Melbrod, Taylor","Madison, Maha",2
"Jefferson, Christopher","al-Harron, Gaitha",4
"el-Mohamed, Shukri","Saunders, Tyler",9
"Lynch, Chadwick","Dawson, Joshua",10
"Chen, Rohan","Mckinney, Autumn",46
"Wampler, Nathaniel","Chavez, Alex",2
"Molina, Anthony","al-Majid, Mubeena",22
"Molina, Anthony","Schmer, Logan",5
"Conner, Jose","Molina, Anthony",6
"Conner, Jose","al-Majid, Mubeena",28
"Conner, Jose","Schmer, Logan",21
"Schmer, Logan","al-Majid, Mubeena",30
"Andrew, Thien","Walker, Madison",18
"el-Kalil, Ihaab","Fenton, Kyle",17
"Blanchard, Twanna","Villalobos, Angelo",2
"Blanchard, Twanna","al-Mohammed, Abdul Lateef",12
"al-Mohammed, Abdul Lateef","Villalobos, Angelo",2
"Curtis, Sage","al-Mohammed, Abdul Lateef",7
"Esquibel, Danielle","al-Mohammed, Abdul Lateef",3
"al-Mohammed, Abdul Lateef","Zacarias Paredes, Victor",2
"Curtis, Sage","Blanchard, Twanna",7
"Curtis, Sage","Villalobos, Angelo",2
"Esquibel, Danielle","Blanchard, Twanna",12
"Esquibel, Danielle","Villalobos, Angelo",2
"Esquibel, Danielle","Curtis, Sage",17
"Ramirez, Emily","Blanchard, Twanna",9
"Ramirez, Emily","Villalobos, Angelo",2
"Ramirez, Emily","al-Mohammed, Abdul Lateef",6
"Esquibel, Danielle","Ramirez, Emily",87
"Ramirez, Emily","Zacarias Paredes, Victor",29
"Blanchard, Twanna","Zacarias Paredes, Victor",2
"Villalobos, Angelo","Zacarias Paredes, Victor",2
"Curtis, Sage","Zacarias Paredes, Victor",2
"Esquibel, Danielle","Zacarias Paredes, Victor",27
"James, Alexah","Salazar, Jose",7
"Puentes Reyes, David","James, Alexah",4
"Puentes Reyes, David","Salazar, Jose",10
"Lemus, Judith","Deuschle, Stephen",30
"Lemus, Judith","Garrett, Briana",31
"Garrett, Briana","Deuschle, Stephen",36
"Valenzuela-Reynosa, Taina","Miller, Erynn",75
"Veleta, Francisco","Valenzuela-Reynosa, Taina",112
"Quach, Troy","Gerry, Carley",27
"Wilford, Patrick","Calvin, Summer",61
"Wilford, Patrick","el-Jafri, Maazina",48
"Wilford, Patrick","Williamson, Jericho",71
"Williamson, Jericho","Calvin, Summer",52
"Williamson, Jericho","el-Jafri, Maazina",13
"el-Jafri, Maazina","Calvin, Summer",15
"Ely, Julia","Lau, Elizabeth",30
"Dorado Garcia, Vanessa","Ely, Julia",6
"Dorado Garcia, Vanessa","Lau, Elizabeth",7
"Habteyesus, Gabriel","Herrera, Bianca",13
"Habteyesus, Gabriel","Langley, Jaquoi",15
"Langley, Jaquoi","Herrera, Bianca",34
"Trujillo, Lilian","Calder, Jake",9
"Padilla, Justin","Brink, Jonni Lynn",7
"Padilla, Justin","Jenness, Billy",36
"Padilla, Justin","al-Younis, Mawhiba",6
"Brink, Jonni Lynn","Jenness, Billy",19
"Brink, Jonni Lynn","al-Younis, Mawhiba",3
"Jenness, Billy","al-Younis, Mawhiba",4
"Trejo Bucio, Maria","al-Assad, Sadoon",7
"Erdenechimeg, Angela","Rodriguez, Josyhia",18
"Pakpahan, Andrew","Anderson, Kentuan",2
"Leung, Remy","Anderson, Kentuan",3
"Ventura, Desirae","al-Sharifi, Sakeen",4
"Ventura, Desirae","Rainy, Kaleb",3
"Ventura, Desirae","Lieb, Deven",10
"al-Sharifi, Sakeen","Rainy, Kaleb",18
"al-Sharifi, Sakeen","Lieb, Deven",4
"Rainy, Kaleb","Lieb, Deven",3
"Wampler, Nathaniel","Summers, Cheryl",94
"Curtis, Kijuan","Ventura, Desirae",21
"Ventura, Desirae","Chavez, Alex",28
"Curtis, Kijuan","al-Sharifi, Sakeen",7
"al-Sharifi, Sakeen","Chavez, Alex",9
"Wright, L'Trel","Melgoza, Michael",11
"Melgoza, Michael","Ferrelli, Nicholas",16
"Melgoza, Michael","Diaz Hernandez, Alejandra",11
"Wright, L'Trel","Ferrelli, Nicholas",38
"Ferrelli, Nicholas","Diaz Hernandez, Alejandra",32
"Wright, L'Trel","Diaz Hernandez, Alejandra",28
"al-Mohammed, Abdul Lateef","Melgoza, Michael",9
"Wright, L'Trel","al-Mohammed, Abdul Lateef",20
"al-Mohammed, Abdul Lateef","Ferrelli, Nicholas",15
"al-Mohammed, Abdul Lateef","Diaz Hernandez, Alejandra",10
"Carabajal III, Alisha","el-Dia, Zaamil",18
"Carabajal III, Alisha","al-Elbaz, Zakariyya",15
"Harvey, Brianna","Carabajal III, Alisha",17
"al-Elbaz, Zakariyya","el-Dia, Zaamil",52
"Harvey, Brianna","el-Dia, Zaamil",27
"Harvey, Brianna","al-Elbaz, Zakariyya",41
"Moore, Brenna","Herrera, Marissa",10
"Moore, Brenna","Rodriguez, Jay",8
"Rodriguez, Jay","Herrera, Marissa",27
"al-Mostafa, Jeelaan","el-Shah, Turki",29
"al-Mostafa, Jeelaan","Bennett, Olivia",9
"al-Mostafa, Jeelaan","el-Zahra, Daleel",68
"Bennett, Olivia","el-Shah, Turki",15
"el-Zahra, Daleel","el-Shah, Turki",37
"Bennett, Olivia","el-Zahra, Daleel",28
"Dorado Garcia, Vanessa","Rodriguez, Christofer",23
"Jenness, Billy","Aranda, Ilse",19
"Aranda, Ilse","al-Mansur, Mutammam",23
"Jenness, Billy","al-Mansur, Mutammam",16
"Natonabah, Jerod","el-Faris, Shafeeqa",3
"al-Wakim, Aseel","el-Faris, Shafeeqa",15
"Natonabah, Jerod","al-Wakim, Aseel",3
"Pasang, Christopher","Mccormick, Alexandra",46
"Vargas, Zachery","Madole, Colton",31
"Vargas, Zachery","Zwaan, Macey",18
"Madole, Colton","Zwaan, Macey",19
"Granados Garcia, Darwyn","Allison, Kevin",38
"el-Sami, Noora","Granados Garcia, Darwyn",12
"Woolsey, Leioka","el-Sami, Noora",13
"Faloon, Daniel","el-Sami, Noora",12
"el-Sami, Noora","Allison, Kevin",8
"Hughes, Prentiss","Granados Garcia, Darwyn",44
"Hughes, Prentiss","el-Sami, Noora",6
"Woolsey, Leioka","Hughes, Prentiss",37
"Faloon, Daniel","Hughes, Prentiss",11
"Hughes, Prentiss","Allison, Kevin",12
"Faloon, Daniel","Woolsey, Leioka",11
"Woolsey, Leioka","Allison, Kevin",8
"Faloon, Daniel","Allison, Kevin",30
"Secundy, Marko","Hunt, Austin",1
"Rosenfeld Romano, Travis","Secundy, Marko",43
"Rosenfeld Romano, Travis","Hunt, Austin",1
"Kanamu-Santos, Anthony","Tamayo, Christopher",36
"al-Mostafa, Jeelaan","Le, Julianna",7
"Ortiz, Jesse","al-Mostafa, Jeelaan",12
"al-Mostafa, Jeelaan","Tran, Allison",2
"al-Mostafa, Jeelaan","Mcdermott, Jesse",1
"Ortiz, Jesse","Le, Julianna",58
"Le, Julianna","Tran, Allison",2
"Le, Julianna","Mcdermott, Jesse",6
"Ortiz, Jesse","Tran, Allison",26
"Ortiz, Jesse","Mcdermott, Jesse",8
"Tran, Allison","Mcdermott, Jesse",22
"Reyes, Ijya","Lee, Tony",23
"Howard, Isaac","Reyes, Ijya",67
"Howard, Isaac","Lee, Tony",53
"Myers, Royal","Metoyer, Deja",18
"Peralta, Irving","Myers, Royal",31
"Peralta, Irving","Metoyer, Deja",16
"Aranda, Ilse","Garlan, Geny",17
"Aranda, Ilse","Rodriguez, Josyhia",19
"Cortez, Pedro","Aranda, Ilse",11
"Cortez, Pedro","Garlan, Geny",15
"Garlan, Geny","Rodriguez, Josyhia",14
"Esquibel, Danielle","al-Maroun, Tuhfa",56
"al-Asad, Samir","Herrera, Jesse",6
"al-Asad, Samir","Lee, Mitchell",9
"al-Asad, Samir","Robertson, Patrick",22
"Robertson, Patrick","Herrera, Jesse",39
"Robertson, Patrick","Lee, Mitchell",17
"al-Asad, Samir","Her, Sweta",17
"Robertson, Patrick","Her, Sweta",56
"Her, Sweta","Herrera, Jesse",36
"Lee, Mitchell","Her, Sweta",34
"al-Asad, Samir","Myers, Royal",14
"Robertson, Patrick","Myers, Royal",34
"Myers, Royal","Her, Sweta",66
"Myers, Royal","Herrera, Jesse",39
"Lee, Mitchell","Herrera, Jesse",14
"al-Abdul, Umaira","Ungphakorn, Boan",15
"Padilla, Oscar","Ungphakorn, Boan",42
"Romero, Perla","el-Masri, Rifqa",17
"Guadiana, Daisy","al-Ameen, Nawfal",21
"Guadiana, Daisy","Rusello, Katherine",19
"Rusello, Katherine","al-Ameen, Nawfal",24
"Langley, Jaquoi","Johnson, Antonio",19
"al-Baluch, Shukriyya","Conrad, Alyssa",10
"Mcneely, Andrea","el-Bacchus, Khaira",11
"Ayala, Freddy","Zwaan, Macey",33
"Montague, Rachel","Bottorff, Megan",21
"Montague, Rachel","Morford, Annie",24
"Bottorff, Megan","Bolanos, Jeremy",25
"Montague, Rachel","Bolanos, Jeremy",21
"Bolanos, Jeremy","Morford, Annie",35
"Vo, Kayla","Goniea, Brittany",23
"Lemus, Judith","Pielsticker, Chandrika",24
"Dubose, Michaela","Hamm, Danae",33
"al-Mansur, Mutammam","Hamm, Danae",13
"Dubose, Michaela","al-Mansur, Mutammam",37
"Steffens, Jason","el-Ramin, Abdul Khaliq",13
"Alvarado-Rodriguez, Jaime","Tripathi, Andy",12
"Watkins, Dakota","Crowder, Tevis",34
"Moua, Kiara","el-Younis, Ihaab",84
"Bille, Ashley","Tang, Yusuf",14
"Dingle, Elissia","Oakes, Aaron",15
"Sanford, Kiko","el-Kalil, Hasnaa",21
"Schuebel, Nicole","Trammell, Deandre",25
"Schuebel, Nicole","Vo, Collin",16
"Vo, Collin","Trammell, Deandre",18
"Reed, Samuel","Aguilar, Sierra",15
"el-Masri, Rifqa","Gessesse, Dante",69
"Davis, Odessey","Dominguez, Justina",22
"el-Amer, Irfaan","Rayos, William",27
"Hyde, Lindsey","Chavarria, Angela",21
"Hyde, Lindsey","al-Hafeez, Yahya",6
"Hyde, Lindsey","Meador, Rosemary",9
"Hyde, Lindsey","Benally, Clint",17
"Chavarria, Angela","al-Hafeez, Yahya",25
"Chavarria, Angela","Meador, Rosemary",13
"Chavarria, Angela","Benally, Clint",47
"al-Jamil, Mu'taz","Hyde, Lindsey",7
"al-Jamil, Mu'taz","Chavarria, Angela",6
"al-Jamil, Mu'taz","al-Hafeez, Yahya",4
"al-Jamil, Mu'taz","Arellano, Alexis",40
"al-Jamil, Mu'taz","Meador, Rosemary",13
"al-Jamil, Mu'taz","Benally, Clint",4
"Hyde, Lindsey","Arellano, Alexis",6
"Chavarria, Angela","Arellano, Alexis",22
"Arellano, Alexis","al-Hafeez, Yahya",4
"Arellano, Alexis","Meador, Rosemary",6
"Arellano, Alexis","Benally, Clint",11
"Meador, Rosemary","al-Hafeez, Yahya",2
"Meador, Rosemary","Benally, Clint",33
"Benally, Clint","al-Hafeez, Yahya",4
"Grover, Maelynn","al-Harron, Gaitha",12
"Walters, Veronica","Coker, Evan",80
"Cummings, Devon","Brack, Trezen",9
"Lo, Diana","Bird, Brooke",5
"Eltagonde, An","Lamczyk, Shayne",12
"Lamczyk, Shayne","el-Salehi, Sanad",19
"Eltagonde, An","el-Salehi, Sanad",31
"Hernandez, Leilani","Miranda, Avrie",26
"Dalton, Elisha","Hairston, Dante",34
"Lee, Kevin","Dalton, Elisha",33
"Lee, Kevin","Hairston, Dante",27
"Dalton, Elisha","Romero, Perla",1
"Romero, Perla","Hairston, Dante",3
"Lee, Kevin","Romero, Perla",1
"Jordan, Nicholas","el-Shaheed, Zahra",3
"Jordan, Nicholas","Baker, Henry",3
"Baker, Henry","el-Shaheed, Zahra",6
"Dubenion, Tiesha","Hughes, Frederico",47
"Giltner, Malcolm","Seidel, Ian",1
"al-Iqbal, Isaam","Giltner, Malcolm",11
"al-Iqbal, Isaam","Seidel, Ian",1
"el-Kamali, Nakheel","al-Iqbal, Isaam",1
"Mcgowan, Dominic","al-Iqbal, Isaam",1
"el-Kamali, Nakheel","Giltner, Malcolm",1
"el-Kamali, Nakheel","Seidel, Ian",23
"el-Kamali, Nakheel","Mcgowan, Dominic",1
"Mcgowan, Dominic","Seidel, Ian",1
"el-Farha, Nadeem","Breakall, Ashlyn",6
"Breakall, Ashlyn","al-Wakim, Aseel",12
"el-Farha, Nadeem","al-Wakim, Aseel",20
"Fierro, Elexis","Ricks, Sky",1
"Fierro, Elexis","Stringer, Symone",3
"Fierro, Elexis","Whittern, Jeffrey",3
"Fierro, Elexis","Smith, Samantha",7
"Stringer, Symone","Ricks, Sky",3
"Stringer, Symone","Whittern, Jeffrey",18
"Whittern, Jeffrey","Ricks, Sky",3
"Smith, Samantha","Ricks, Sky",1
"Stringer, Symone","Smith, Samantha",12
"Whittern, Jeffrey","Smith, Samantha",11
"Parker, Brittany","Fiscus, Joshua",40
"Fischer, Tarron","al-Basa, Waneesa",23
"Esquibel, Danielle","al-Basa, Waneesa",21
"Zacarias Paredes, Victor","al-Basa, Waneesa",33
"Fischer, Tarron","Zacarias Paredes, Victor",10
"Cannon, Maya","Leiva, Jessica",56
"al-Naqvi, Sumayya","Cummings, Devon",4
"al-Naqvi, Sumayya","Fyfe, Kendra",43
"Cummings, Devon","Thomson, Noah",2
"Thomson, Noah","Fyfe, Kendra",3
"al-Naqvi, Sumayya","Efagene, Tres",1
"Efagene, Tres","Thomson, Noah",1
"Cummings, Devon","Efagene, Tres",2
"el-Sami, Noora","Efagene, Tres",6
"Efagene, Tres","Fyfe, Kendra",1
"el-Sami, Noora","Cummings, Devon",7
"el-Sami, Noora","Fyfe, Kendra",3
"Cummings, Devon","Fyfe, Kendra",15
"Whitlock, Alexandra","Dubenion, Tiesha",3
"Chapa, Austin","Morgan, Lacey",2
"Sweeney, Eric","Morgan, Lacey",5
"Morgan, Lacey","Madison, Maha",5
"Tang, Yusuf","Morgan, Lacey",2
"Morgan, Lacey","Dane, Rebecca",4
"Chapa, Austin","Madison, Maha",5
"Tang, Yusuf","Chapa, Austin",30
"Sweeney, Eric","Chapa, Austin",34
"Sweeney, Eric","Madison, Maha",8
"Sweeney, Eric","Tang, Yusuf",34
"Sweeney, Eric","Dane, Rebecca",5
"Tang, Yusuf","Madison, Maha",13
"Chapa, Austin","Dane, Rebecca",3
"Dane, Rebecca","Madison, Maha",14
"Tang, Yusuf","Dane, Rebecca",8
"Fenton, Kyle","Nazareta, Josiah",13
"Harvey, Brianna","Martinez, Samara",42
"Harvey, Brianna","Fiscus, Joshua",11
"el-Nazar, Sabaah","Harvey, Brianna",55
"el-Nazar, Sabaah","Fiscus, Joshua",3
"Fiscus, Joshua","Martinez, Samara",2
"Ramos, Brianna","el-Younan, Ummu Kulthoom",6
"Sotelo, Vincent","Schmalz, Trina",19
"Sotelo, Vincent","Banks, Jordan",23
"Sotelo, Vincent","Shepherd, Shania",29
"Shepherd, Shania","Schmalz, Trina",23
"Shepherd, Shania","Banks, Jordan",18
"Schmalz, Trina","Banks, Jordan",3
"el-Vaziri, Abdul Hameed","Mckinney, Autumn",20
"el-Hamdan, Saabiq","al-Ahmed, Muzaina",119
"al-Hosein, Kawkab","Koch, Victoria",18
"Hinchliff, Dayvid","Garza, Sharon",22
"Gor, Autumn","Ashby, Cody",4
"al-Dia, Juhaina","al-Zaher, Badraan",7
"Kanamu-Santos, Anthony","Awtrey, Benjamin",26
"Prejean, Eugene","Awtrey, Benjamin",9
"Bravo Gutierrez, Randee","el-Shafi, Layaali",21
"Collom, Ryan","al-Fayad, Azza",12
"el-Arshad, Aatifa","Collom, Ryan",3
"Collom, Ryan","Lowe, Tyler",43
"el-Arshad, Aatifa","al-Fayad, Azza",1
"al-Fayad, Azza","Lowe, Tyler",19
"el-Arshad, Aatifa","Lowe, Tyler",1
"Collom, Ryan","Whitney, Jordan",2
"al-Fayad, Azza","Whitney, Jordan",2
"el-Arshad, Aatifa","Whitney, Jordan",10
"Adolpho-Rivera, Elijah","Whitney, Jordan",109
"Adolpho-Rivera, Elijah","Collom, Ryan",5
"Adolpho-Rivera, Elijah","al-Fayad, Azza",49
"Adolpho-Rivera, Elijah","el-Arshad, Aatifa",34
"Adolpho-Rivera, Elijah","Lowe, Tyler",2
"Pakpahan, Andrew","Walters, Veronica",39
"Watkins, Dakota","Smothermon, Katherine",6
