from,to,n_times
"Orona, Elario","Saqib, Adam",15
"Hall, Tracee","el-Gad, Zahra",8
"Andres, Mark","Sisneros, Jacob",13
"Abby, Jazmyn","al-Baig, Shahaada",13
"Dureja, Regina","Shaw, De Jilon",50
"Dureja, Regina","Bivins, Shapprrea",46
"Bivins, Shapprrea","Shaw, De Jilon",32
"Blackbear, Naomi","Cross, Levi",19
"Shah, Nikki","Blackbear, Naomi",19
"Cross, Levi","Shaw, De Jilon",3
"Bron, Maranda","Shaw, De Jilon",65
"Bron, Maranda","Cross, Levi",22
"Soto, Ghibrian","Shaw, De Jilon",5
"Cross, Levi","Soto, Ghibrian",30
"Bron, Maranda","Soto, Ghibrian",23
"Blackwater, Jeremy","el-Molla, Tamanna",49
"Norris, Savannah","Halverson, Mckenzie",13
"el-Younes, Ameena","Halverson, Mckenzie",32
"el-Younes, Ameena","Hernandez-Mungia, Edgar",18
"Lane, Nakeia","el-Younes, Ameena",27
"Lane, Nakeia","Halverson, Mckenzie",46
"Lane, Nakeia","Hernandez-Mungia, Edgar",19
"Hernandez-Mungia, Edgar","Halverson, Mckenzie",25
"al-Hamed, Afaaf","Lambright, Allison",78
"Pham, Kanya","al-Minhas, Arafaat",2
"Basinger, Andrew","Cox, Josiah",22
"Smith, Tanaya","Lee, Linda",88
"Deleon, Brianna","Houston, Gladys",8
"el-Abdella, Kaarim","Son, Andrew",2
"el-Abdella, Kaarim","al-Obeid, Zulfa",2
"al-Obeid, Zulfa","Revello, Adail",1
"al-Obeid, Zulfa","Son, Andrew",28
"al-Obeid, Zulfa","al-Tamer, Kamaaluddeen",3
"el-Abdella, Kaarim","Revello, Adail",34
"Revello, Adail","Son, Andrew",1
"Revello, Adail","al-Tamer, Kamaaluddeen",40
"el-Abdella, Kaarim","al-Tamer, Kamaaluddeen",51
"al-Tamer, Kamaaluddeen","Son, Andrew",2
"Dong, Michelle","Wallace, Bailey",35
"Najera, Steve","West, Joseph",3
"Najera, Steve","Espinosa Ramirez, Jesus",6
"Espinosa Ramirez, Jesus","West, Joseph",42
"Gustafson, Brandyn","Divecchia, Kimberly",110
"al-Idris, Fakeeha","Lor, Kevin",19
"Portillo, Justin","Stuart, Brennan",9
"Aguilera, Xavier","Lujan, Natelle Rae",11
"Lujan, Natelle Rae","Bohannon Pea, Kaela",7
"el-Rahimi, Afeef","Lujan, Natelle Rae",3
"Naple, Michael","Mathis, Rondora",13
"el-Jafari, Jannat","Mathis, Rondora",16
"el-Jafari, Jannat","Naple, Michael",22
"Chanthavongsa, Emily","Heller, Allan",1
"Harney, Robyn","Widaa, Lavall",34
"Harney, Robyn","el-Koroma, Nabeela",52
"el-Koroma, Nabeela","Widaa, Lavall",62
"Jordan, Shauntaul","Stone, Ravindra",8
"Jordan, Shauntaul","Alford, Emoni",18
"Jordan, Shauntaul","Torres, Che",12
"Stone, Ravindra","Alford, Emoni",9
"Stone, Ravindra","Torres, Che",18
"Alford, Emoni","Torres, Che",18
"Gonzalez, David","Dutchie, Rowtinya",4
"Dalke, Emily","Dutchie, Rowtinya",4
"Dalke, Emily","Gonzalez, David",26
"Kalma, Tess","Paskemin, Natelle Rae",18
"Chanthavongsa, Emily","Kalma, Tess",27
"Kalma, Tess","Vannavong, Lara",14
"Vannavong, Lara","Paskemin, Natelle Rae",15
"Chanthavongsa, Emily","Vannavong, Lara",16
"Chanthavongsa, Emily","Paskemin, Natelle Rae",36
"Woody, Caleb","Griffin, Ian",1
"Woody, Caleb","Yazzie, Jakob",59
"Yazzie, Jakob","Monroy, Mayra",2
"Yazzie, Jakob","Griffin, Ian",3
"Woody, Caleb","Monroy, Mayra",2
"Monroy, Mayra","Griffin, Ian",65
"Williams, Jeremy","al-Kazi, Tahiyya",72
"Williams, Jeremy","Porras, Edgar",6
"Davis, Samba","Apted, Aayush",16
"Hernandez-Mungia, Edgar","el-Hussain, Saalih",34
"el-Sulaiman, Jameela","el-Harroun, Raadiya",7
"Ottosen, Jessica","Mata Gutierrez, Jose",101
"Lewis, Andrew","Williams, Jethary",94
"Manke, Martha","Lewis, Andrew",62
"Lewis, Andrew","Bowen, Katharine",80
"Manke, Martha","Williams, Jethary",57
"Bowen, Katharine","Williams, Jethary",125
"Manke, Martha","Bowen, Katharine",38
"Kennedy, Manulagaeu","Woody, Caleb",2
"Kennedy, Manulagaeu","Yazzie, Jakob",2
"Trudell, Alek","Bach, Monghuyen",5
"Elam, Kiah","al-Sharif, Raafida",21
"Trujillo, Brandon","Elam, Kiah",78
"Trujillo, Brandon","al-Sharif, Raafida",64
"Rainey, Mariah","Elam, Kiah",36
"Rainey, Mariah","Trujillo, Brandon",119
"Clifton, Nico","Mergerson, Ryvon",12
"Lane, Marissa","Shelton, Tanner",33
"Hodges, Lamont","Johnson, Katelin",2
"Hodges, Lamont","Dubus, Xavier",4
"Dubus, Xavier","Johnson, Katelin",32
"Macneal, Dallas","Larson, Jordan",37
"Macneal, Dallas","Perez Jr, Francisco",21
"Perez Jr, Francisco","Larson, Jordan",63
"Vannice, Jeremiah","Nichols, Rudolph",96
"el-Mansoor, Ibrahim","Woody, Angela",24
"Jacket, Brianna","el-Mansoor, Ibrahim",7
"Jacket, Brianna","Woody, Angela",12
"Puga-Garcia, Jorge","Snelling, Peyton",28
"Garcia, Justin","Snelling, Peyton",57
"Puga-Garcia, Jorge","Garcia, Justin",11
"al-Dada, Saahira","Thornton, Marcus",4
"Guerrero-Argumedo, Brian","Langston, Tyrae",42
"Guerrero-Argumedo, Brian","Lopez-Silerio, Elijah",10
"Lopez-Silerio, Elijah","Langston, Tyrae",7
"Rhinehart, Eve","Langston, Tyrae",28
"Rhinehart, Eve","Guerrero-Argumedo, Brian",22
"Rhinehart, Eve","Lopez-Silerio, Elijah",14
"Kumpf, Jessica","Madrid, Alberto",21
"Jackson, Shailah","Madrid, Alberto",11
"Jackson, Shailah","Kumpf, Jessica",31
"Eang, Joshua","Usry, John",13
"Peppo, Kevin","Gandy, Austin",2
"Woody, Caleb","al-Jabbar, Maahir",5
"An, William","Jenkins, Bradley",27
"al-Karim, Aadila","Barron, Kindra",29
"Mandell, Ena","Mameda, Bristi",24
"Mandell, Ena","Markham, Christopher",5
"Markham, Christopher","Mameda, Bristi",110
"Lundberg, Stephanie","el-Amber, Wajeeb",29
"Harkay, Benjamin","Lundberg, Stephanie",45
"al-Hoque, Nawfa","Lundberg, Stephanie",27
"Thompson, Kyanna","Draper, Hannah",19
"el-Zaki, Lutfi","Young, Spencer",37
"Simmons, Monique","al-Azer, Warda",7
"al-Dada, Saahira","Woody, Angela",18
"al-Dada, Saahira","al-Karim, Aadila",69
"Woody, Angela","al-Karim, Aadila",25
"Petersen, Megan","el-Turay, Lutfiyya",2
"Alford, Emoni","Ransom, Mequila",55
"Alford, Emoni","al-Nour, Jihaad",46
"al-Nour, Jihaad","Ransom, Mequila",66
"Yang, Max","Jarvis, Jalaka",6
"el-Pasha, Abdul Baari","Sanders, Christina",6
"el-Pasha, Abdul Baari","el-Harroun, Raadiya",2
"Sanders, Christina","el-Harroun, Raadiya",1
"Montano, Kristen","Staples, Brian",27
"Lin, Kathleen","Staples, Brian",6
"Lin, Kathleen","al-Karam, Faaiq",19
"Montano, Kristen","Lin, Kathleen",10
"Staples, Brian","al-Karam, Faaiq",9
"Montano, Kristen","al-Karam, Faaiq",10
"Martinez, Shania","al-Raad, Amaan",53
"Brave, Howard","Teuton, Anasthasia",15
"Webb, Erron","Brave, Howard",7
"Webb, Erron","Teuton, Anasthasia",33
"Webb, Erron","Contreras, Alicia",33
"Brave, Howard","Contreras, Alicia",80
"Contreras, Alicia","Teuton, Anasthasia",67
"Brunt, Erik","Cummings, Denise",33
"Todd, Caley","Cummings, Denise",48
"Brunt, Erik","Todd, Caley",34
"Downs, Christian","Humrich, Zeriah",81
"Lenahan, Cante","Marquez, Bryan",3
"el-Kabir, Aarifa","Lenahan, Cante",12
"Lenahan, Cante","el-Salam, Aasima",10
"Lenahan, Cante","el-Nouri, Abbaad",6
"Lenahan, Cante","Butler-Fulbright, Milo",12
"Nguyen, Steven","Lenahan, Cante",10
"el-Kabir, Aarifa","Nguyen, Steven",7
"Nguyen, Steven","el-Salam, Aasima",62
"Nguyen, Steven","el-Nouri, Abbaad",8
"Nguyen, Steven","Butler-Fulbright, Milo",4
"el-Kabir, Aarifa","Marquez, Bryan",2
"el-Kabir, Aarifa","el-Nouri, Abbaad",3
"el-Kabir, Aarifa","Butler-Fulbright, Milo",7
"el-Salam, Aasima","Marquez, Bryan",8
"el-Kabir, Aarifa","el-Salam, Aasima",2
"el-Salam, Aasima","el-Nouri, Abbaad",8
"el-Salam, Aasima","Butler-Fulbright, Milo",3
"el-Nouri, Abbaad","Marquez, Bryan",39
"Butler-Fulbright, Milo","Marquez, Bryan",2
"el-Nouri, Abbaad","Butler-Fulbright, Milo",40
"Cohen-Wilson, Nataya","Burton, Kedrick",21
"el-Rashid, Irfaan","Jensen, Angelo",22
"el-Rashid, Irfaan","Bird, Stephanie",4
"Bird, Stephanie","Jensen, Angelo",13
"Morin, Mitchell","Weaver, Steven",1
"Ng, Shayla","Nelson, Jonte",49
"Gurule, Luisa","Saqib, Adam",8
"Gurule, Luisa","Woody, Angela",5
"Woody, Angela","Saqib, Adam",2
"Gurule, Luisa","Simmons, Quincy",36
"Simmons, Quincy","Woody, Angela",8
"Simmons, Quincy","Saqib, Adam",4
"el-Shahid, Maahir","Sisneros, Jacob",20
"Taylor, Christian","Johnson, Darrin",7
"Meza, Alejandra","Gonzales, Jessica",20
"Tyler, Asia","Temple, Deandre",2
"Tyler, Asia","Snowhawk, Brandon",2
"Snowhawk, Brandon","Temple, Deandre",25
"Blackman, Raven","Kumpf, Jessica",15
"Puga-Garcia, Jorge","al-Meer, Jaadallah",3
"al-Meer, Jaadallah","Snelling, Peyton",6
"Matthiesen, Dillon","al-Meer, Jaadallah",59
"Puga-Garcia, Jorge","Matthiesen, Dillon",15
"Matthiesen, Dillon","Snelling, Peyton",22
"Garcia, Justin","al-Meer, Jaadallah",6
"Garcia, Justin","Matthiesen, Dillon",15
"Sandoval, Megan","Lewis, Andrew",21
"Sandoval, Megan","Truong, Sean",45
"Sandoval, Megan","al-Farhat, Kinaana",6
"Lewis, Andrew","Truong, Sean",86
"Lewis, Andrew","al-Farhat, Kinaana",14
"al-Farhat, Kinaana","Truong, Sean",10
"Jarvis, Jalaka","Hernandez, Gabriela",18
"Jarvis, Jalaka","al-Yacoub, Kamaaluddeen",56
"al-Yacoub, Kamaaluddeen","Hernandez, Gabriela",10
"Jarvis, Jalaka","al-Fadel, Zaahid",12
"al-Fadel, Zaahid","Hernandez, Gabriela",59
"al-Yacoub, Kamaaluddeen","al-Fadel, Zaahid",11
"Boll, Jeffery","Barron, Kindra",53
"Boll, Jeffery","Torres, Che",22
"Torres, Che","Barron, Kindra",32
"Smith, Tyler","el-Shehata, Ameer",3
"Smith, Tyler","Gonzales, Jessica",6
"Smith, Tyler","Kuge, Girishkumar",42
"Smith, Tyler","Iu, Cody",9
"Meza, Alejandra","Iu, Cody",35
"Iu, Cody","el-Shehata, Ameer",25
"Iu, Cody","Gonzales, Jessica",28
"Iu, Cody","Kuge, Girishkumar",4
"Meza, Alejandra","Smith, Tyler",3
"Meza, Alejandra","el-Shehata, Ameer",17
"Meza, Alejandra","Kuge, Girishkumar",3
"Gonzales, Jessica","el-Shehata, Ameer",12
"Gonzales, Jessica","Kuge, Girishkumar",2
"Kuge, Girishkumar","el-Shehata, Ameer",2
"Basinger, Andrew","al-Rad, Kulthum",4
"Sampson, Nicholas","Smith, Alexis",9
"Victorino, Meghana","al-Ismail, Furqaan",10
"al-Nour, Jihaad","Cox, Sky",46
"Sarsam, Michael","el-Molla, Tamanna",2
"Khatri, Jasmine","Leon, Jimmy",22
"Khatri, Jasmine","Halbert, Ian",5
"Enlow, Elizabeth","Khatri, Jasmine",6
"Enlow, Elizabeth","Leon, Jimmy",28
"Enlow, Elizabeth","Halbert, Ian",21
"Halbert, Ian","Leon, Jimmy",30
"Hodges, Lamont","Fearce, Mario",18
"Jun, Jacklyne","Scaggs, Christopher",17
"Madrid, Alberto","al-Saladin, Masood",2
"Madrid, Alberto","Kalma, Tess",12
"Kalma, Tess","al-Saladin, Masood",2
"Mergerson, Ryvon","Kalma, Tess",7
"al-Mannan, Jaasim","Kalma, Tess",3
"Kalma, Tess","Amelkin, Lucas",2
"Mergerson, Ryvon","Madrid, Alberto",7
"Mergerson, Ryvon","al-Saladin, Masood",2
"al-Mannan, Jaasim","Madrid, Alberto",12
"al-Mannan, Jaasim","al-Saladin, Masood",2
"al-Mannan, Jaasim","Mergerson, Ryvon",17
"Craig, Ladon","Madrid, Alberto",9
"Craig, Ladon","al-Saladin, Masood",2
"Craig, Ladon","Kalma, Tess",6
"al-Mannan, Jaasim","Craig, Ladon",87
"Craig, Ladon","Amelkin, Lucas",29
"Madrid, Alberto","Amelkin, Lucas",2
"al-Saladin, Masood","Amelkin, Lucas",2
"Mergerson, Ryvon","Amelkin, Lucas",2
"al-Mannan, Jaasim","Amelkin, Lucas",27
"al-Tamer, Mawhiba","Dickinson, Chimi",7
"Morin, Mitchell","al-Tamer, Mawhiba",4
"Morin, Mitchell","Dickinson, Chimi",10
"Perlas, Robert","Hoang, Alexander",30
"Perlas, Robert","Naranjo, Isabella",31
"Naranjo, Isabella","Hoang, Alexander",36
"Rhinehart, Eve","Nordby, Christian",75
"Gutierrez, Jonathan","Rhinehart, Eve",112
"Reese, Jordyn","Davis, Keyonna",27
"Neuwirth, Whitney","al-Minhas, Hamna",61
"Neuwirth, Whitney","Nettles, Jessica",48
"Neuwirth, Whitney","Morris, Hanah",71
"Morris, Hanah","al-Minhas, Hamna",52
"Morris, Hanah","Nettles, Jessica",13
"Nettles, Jessica","al-Minhas, Hamna",15
"Sinouansai, Janice","Gordon, Lucas",30
"Lung, Eileen","Sinouansai, Janice",6
"Lung, Eileen","Gordon, Lucas",7
"el-Amara, Rawda","Howard, Cora",13
"el-Amara, Rawda","Gilkey, Makeyla",15
"Gilkey, Makeyla","Howard, Cora",34
"Engle, Dylan","Brown, Christopher",9
"Monroy, Mayra","Coffman, Kenaya",7
"Monroy, Mayra","Running-Rabbit, Michelle",36
"Monroy, Mayra","Shaw, De Jilon",6
"Coffman, Kenaya","Running-Rabbit, Michelle",19
"Coffman, Kenaya","Shaw, De Jilon",3
"Running-Rabbit, Michelle","Shaw, De Jilon",4
"Macneal, Dallas","al-Massoud, Aasim",7
"Starr, Cameron","al-Baig, Shahaada",18
"An, William","Quezada, John",2
"Jenkins, Bradley","Quezada, John",3
"Aragon, Adinidiin","Shoels, Brittany",4
"Aragon, Adinidiin","Mckune, Austin",3
"Aragon, Adinidiin","Stepner, Dylan",10
"Shoels, Brittany","Mckune, Austin",18
"Shoels, Brittany","Stepner, Dylan",4
"Mckune, Austin","Stepner, Dylan",3
"Sarsam, Michael","Soto, Dashae",94
"Blackwater, Jeremy","Aragon, Adinidiin",21
"Aragon, Adinidiin","el-Molla, Tamanna",28
"Blackwater, Jeremy","Shoels, Brittany",7
"Shoels, Brittany","el-Molla, Tamanna",9
"Lane, Marissa","Ali, Lexus",11
"Ali, Lexus","Flores-Caballero, Branden",16
"Ali, Lexus","el-Hussain, Raaniya",11
"Lane, Marissa","Flores-Caballero, Branden",38
"Flores-Caballero, Branden","el-Hussain, Raaniya",32
"Lane, Marissa","el-Hussain, Raaniya",28
"Kalma, Tess","Ali, Lexus",9
"Lane, Marissa","Kalma, Tess",20
"Kalma, Tess","Flores-Caballero, Branden",15
"Kalma, Tess","el-Hussain, Raaniya",10
"el-Shah, Zahraaa","Nava, Phillip",18
"el-Shah, Zahraaa","Chang, Julian",15
"Palma, Carmen","el-Shah, Zahraaa",17
"Chang, Julian","Nava, Phillip",52
"Palma, Carmen","Nava, Phillip",27
"Palma, Carmen","Chang, Julian",41
"Buehler, Brandon","Plane, Devin",10
"Buehler, Brandon","Massey, Tyler",8
"Massey, Tyler","Plane, Devin",27
"al-Khalid, Jihaad","Williams, Andre",29
"al-Khalid, Jihaad","el-Mousa, Atheer",9
"al-Khalid, Jihaad","Khuu, Mehal",68
"el-Mousa, Atheer","Williams, Andre",15
"Khuu, Mehal","Williams, Andre",37
"el-Mousa, Atheer","Khuu, Mehal",28
"Lung, Eileen","Fair, Jalisa",23
"Running-Rabbit, Michelle","Walker, Michael",19
"Walker, Michael","Gonzalez Lopez, Jessie",23
"Running-Rabbit, Michelle","Gonzalez Lopez, Jessie",16
"Carrillo, Soledad","Wallace, Tyler",3
"Kikuchi, Nicole","Wallace, Tyler",15
"Carrillo, Soledad","Kikuchi, Nicole",3
"el-Sharaf, Bilaal","Mckenzie, Andy",46
"Lewis, Andrew","Contreras, Alicia",31
"Lewis, Andrew","Topping, Marva",18
"Contreras, Alicia","Topping, Marva",19
"Smith, Cassidy","Nowalk Jr, Alicia",38
"Anderson, Eva","Smith, Cassidy",12
"Clark, Sierra","Anderson, Eva",13
"Baldassare, Brianna","Anderson, Eva",12
"Anderson, Eva","Nowalk Jr, Alicia",8
"Lane, Nakeia","Smith, Cassidy",44
"Lane, Nakeia","Anderson, Eva",6
"Clark, Sierra","Lane, Nakeia",37
"Baldassare, Brianna","Lane, Nakeia",11
"Lane, Nakeia","Nowalk Jr, Alicia",12
"Baldassare, Brianna","Clark, Sierra",11
"Clark, Sierra","Nowalk Jr, Alicia",8
"Baldassare, Brianna","Nowalk Jr, Alicia",30
"Olson, Christie","Abram, Haylee",1
"al-Sham, Saafiyya","Olson, Christie",43
"al-Sham, Saafiyya","Abram, Haylee",1
"Barron, Kindra","Carrillo, Mario",36
"al-Khalid, Jihaad","Eang, Joshua",7
"Vigil, Scheridan","al-Khalid, Jihaad",12
"al-Khalid, Jihaad","Thomas, Shelby",2
"al-Khalid, Jihaad","Teuton, Anasthasia",1
"Vigil, Scheridan","Eang, Joshua",58
"Eang, Joshua","Thomas, Shelby",2
"Eang, Joshua","Teuton, Anasthasia",6
"Vigil, Scheridan","Thomas, Shelby",26
"Vigil, Scheridan","Teuton, Anasthasia",8
"Thomas, Shelby","Teuton, Anasthasia",22
"Santiago, Hana","Zakin, Nancy",23
"Gallegos, Bridgett","Santiago, Hana",67
"Gallegos, Bridgett","Zakin, Nancy",53
"Iu, Cody","Begaye, Sierra",18
"al-El-Sayed, Mubaaraka","Iu, Cody",31
"al-El-Sayed, Mubaaraka","Begaye, Sierra",16
"Walker, Michael","al-Younis, Zaghlool",17
"Walker, Michael","al-Baig, Shahaada",19
"Abby, Jazmyn","Walker, Michael",11
"Abby, Jazmyn","al-Younis, Zaghlool",15
"al-Younis, Zaghlool","al-Baig, Shahaada",14
"al-Mannan, Jaasim","Doyle, Elise",56
"el-Jama, Hafsa","Arguello, Bayla",6
"el-Jama, Hafsa","Gonzales, Jessica",9
"el-Jama, Hafsa","Schaller, Karl",22
"Schaller, Karl","Arguello, Bayla",39
"Schaller, Karl","Gonzales, Jessica",17
"el-Jama, Hafsa","Dimas, Andrea",17
"Schaller, Karl","Dimas, Andrea",56
"Dimas, Andrea","Arguello, Bayla",36
"Gonzales, Jessica","Dimas, Andrea",34
"el-Jama, Hafsa","Iu, Cody",14
"Schaller, Karl","Iu, Cody",34
"Iu, Cody","Dimas, Andrea",66
"Iu, Cody","Arguello, Bayla",39
"Gonzales, Jessica","Arguello, Bayla",14
"Acosta, Jennifer","al-Siddiqi, Raabia",15
"al-Khalaf, Wajeeh","al-Siddiqi, Raabia",42
"Williams, Jeremy","Russell, Ciara",17
"Ellis, Chantel","Siriwalothakul, Andrew",21
"Ellis, Chantel","Reed, Kiana",19
"Reed, Kiana","Siriwalothakul, Andrew",24
"Gilkey, Makeyla","el-Hafeez, Rafeeda",19
"al-Omer, Faadi","Garcia, Shaana",10
"Smith, Amanda","al-Kazi, Tahiyya",11
"Willis, De'Jah","Topping, Marva",33
"Davis, Samba","el-Zaki, Lutfi",21
"Davis, Samba","Young, Spencer",24
"el-Zaki, Lutfi","el-Farooqui, Fikra",25
"Davis, Samba","el-Farooqui, Fikra",21
"el-Farooqui, Fikra","Young, Spencer",35
"Shah, Nikki","el-Kabir, Aarifa",23
"Perlas, Robert","Cano, Jacquelin",24
"Frazier, Jeanerette","Mata Gutierrez, Jose",33
"Gonzalez Lopez, Jessie","Mata Gutierrez, Jose",13
"Frazier, Jeanerette","Gonzalez Lopez, Jessie",37
"Saling, Shawn","el-Mostafa, Unais",13
"Qiu, Justin","Lara-Rodriguez, Steven",12
"Aguirre, Dominic","Zubia, Diego",34
"Stodden, Kelsey","Ironwing, Tristan",84
"Puga-Garcia, Jorge","Scannell, Bella",14
"Tran, Vanya","el-Hosein, Thaabita",15
"Copeland, Joseph","Houston, Gladys",21
"Larsen, Alex","Xanoubane, Alexandra",25
"Larsen, Alex","Barcenas-Ibarra, Alexandro",16
"Barcenas-Ibarra, Alexandro","Xanoubane, Alexandra",18
"Estrada, Alexandrea","Dye, David",15
"Russell, Ciara","Slofkiss, Riley",69
"Demario, Ellis","al-Alam, Firdaus",22
"Juan, Justin","el-Kaiser, Sulama",27
"al-Zaidi, Haniyya","Pak, Lauryn",21
"al-Zaidi, Haniyya","el-Jaber, Fat'hiyaa",6
"al-Zaidi, Haniyya","Larson, Jordan",9
"al-Zaidi, Haniyya","Hoover, Brian",17
"Pak, Lauryn","el-Jaber, Fat'hiyaa",25
"Pak, Lauryn","Larson, Jordan",13
"Pak, Lauryn","Hoover, Brian",47
"al-Karam, Faaiq","al-Zaidi, Haniyya",7
"al-Karam, Faaiq","Pak, Lauryn",6
"al-Karam, Faaiq","el-Jaber, Fat'hiyaa",4
"al-Karam, Faaiq","Gall, Julie",40
"al-Karam, Faaiq","Larson, Jordan",13
"al-Karam, Faaiq","Hoover, Brian",4
"al-Zaidi, Haniyya","Gall, Julie",6
"Pak, Lauryn","Gall, Julie",22
"Gall, Julie","el-Jaber, Fat'hiyaa",4
"Gall, Julie","Larson, Jordan",6
"Gall, Julie","Hoover, Brian",11
"Larson, Jordan","el-Jaber, Fat'hiyaa",2
"Larson, Jordan","Hoover, Brian",33
"Hoover, Brian","el-Jaber, Fat'hiyaa",4
"al-Zakaria, Waseema","al-Rad, Kulthum",12
"Kishiyama, Paul","Archuleta III, Joshua",80
"Birkhead, Ji Young","Martin, Jared",9
"Hall, Tracee","King, Ryan",5
"Gonzalez, Yurivet","Kennedy, Manulagaeu",12
"Kennedy, Manulagaeu","Belden, Kaylina",19
"Gonzalez, Yurivet","Belden, Kaylina",31
"Long, Destiny","al-Shad, Shaqeeq",26
"Davis, Charlotte","Vital, Salvador",34
"Lewis, Tyrale","Davis, Charlotte",33
"Lewis, Tyrale","Vital, Salvador",27
"Davis, Charlotte","Williams, Jeremy",1
"Williams, Jeremy","Vital, Salvador",3
"Lewis, Tyrale","Williams, Jeremy",1
"Torres, Alexander","al-Yacoub, Kamaaluddeen",3
"Torres, Alexander","Villarreal, Jazmin",3
"Villarreal, Jazmin","al-Yacoub, Kamaaluddeen",6
"Wall, Kayla","Navajo, Sage",47
"al-Abdelrahman, Mahdeeya","Gibbs, De Ja",1
"Herrera, Heaven","al-Abdelrahman, Mahdeeya",11
"Herrera, Heaven","Gibbs, De Ja",1
"Romero, Maria","Herrera, Heaven",1
"Norris, Savannah","Herrera, Heaven",1
"Romero, Maria","al-Abdelrahman, Mahdeeya",1
"Romero, Maria","Gibbs, De Ja",23
"Romero, Maria","Norris, Savannah",1
"Norris, Savannah","Gibbs, De Ja",1
"Boll, Jeffery","Najera, Steve",6
"Najera, Steve","Kikuchi, Nicole",12
"Boll, Jeffery","Kikuchi, Nicole",20
"Simmons, Quincy","Lugenbeel, Fredlyn",1
"Simmons, Quincy","Evans, Nahom",3
"Simmons, Quincy","Smith, Sterling",3
"Simmons, Quincy","Phillips, Austin",7
"Evans, Nahom","Lugenbeel, Fredlyn",3
"Evans, Nahom","Smith, Sterling",18
"Smith, Sterling","Lugenbeel, Fredlyn",3
"Phillips, Austin","Lugenbeel, Fredlyn",1
"Evans, Nahom","Phillips, Austin",12
"Smith, Sterling","Phillips, Austin",11
"Orgler, T'Aunsanae","Parton, Jonathan",40
"Kumpf, Jessica","al-Rauf, Unais",23
"al-Mannan, Jaasim","al-Rauf, Unais",21
"Amelkin, Lucas","al-Rauf, Unais",33
"Kumpf, Jessica","Amelkin, Lucas",10
"Hopkins, Kiran","Merrow, Kassandra",56
"Dalke, Emily","Birkhead, Ji Young",4
"Dalke, Emily","Mathis, Rondora",43
"Birkhead, Ji Young","al-Tariq, Ulyaa",2
"al-Tariq, Ulyaa","Mathis, Rondora",3
"Dalke, Emily","Chanthavongsa, Emily",1
"Chanthavongsa, Emily","al-Tariq, Ulyaa",1
"Birkhead, Ji Young","Chanthavongsa, Emily",2
"Anderson, Eva","Chanthavongsa, Emily",6
"Chanthavongsa, Emily","Mathis, Rondora",1
"Anderson, Eva","Birkhead, Ji Young",7
"Anderson, Eva","Mathis, Rondora",3
"Birkhead, Ji Young","Mathis, Rondora",15
"Sewald, Jason","Wall, Kayla",3
"Snyder, Steven","Robinson, Brianna",2
"Lingen, Will","Robinson, Brianna",5
"Robinson, Brianna","el-Shehata, Ameer",5
"Scannell, Bella","Robinson, Brianna",2
"Robinson, Brianna","Doyle, Jordan",4
"Snyder, Steven","el-Shehata, Ameer",5
"Scannell, Bella","Snyder, Steven",30
"Lingen, Will","Snyder, Steven",34
"Lingen, Will","el-Shehata, Ameer",8
"Lingen, Will","Scannell, Bella",34
"Lingen, Will","Doyle, Jordan",5
"Scannell, Bella","el-Shehata, Ameer",13
"Snyder, Steven","Doyle, Jordan",3
"Doyle, Jordan","el-Shehata, Ameer",14
"Scannell, Bella","Doyle, Jordan",8
"Scaggs, Christopher","Rodgers, Claire",13
"Palma, Carmen","Hedberg, Jennifer",42
"Palma, Carmen","Parton, Jonathan",11
"Leshchinskaya, Justina","Palma, Carmen",55
"Leshchinskaya, Justina","Parton, Jonathan",3
"Parton, Jonathan","Hedberg, Jennifer",2
"Ng, Shayla","Hunt, Alexandrea",6
"Zahid, Tiffany","Adame, Jacob",19
"Zahid, Tiffany","Tovar-Loaiza, Esteidi",23
"Zahid, Tiffany","Berg, Shauntino",29
"Berg, Shauntino","Adame, Jacob",23
"Berg, Shauntino","Tovar-Loaiza, Esteidi",18
"Adame, Jacob","Tovar-Loaiza, Esteidi",3
"Jones, Jordan","Cox, Sky",20
"Santistevan, Miranda","Petty, Ciara",119
"Sisneros, Jacob","Cereceres, Jay",18
